11111,78,-31,44,481,1162,1.47,0.147,32.2
11112,78,-31,44,478,1327,1.47,0.147,52.7
11113,78,-31,44,477,1434,1.47,0.147,67.7
11114,78,-31,45,481,1730,1.47,0.147,103.6
11115,78,-31,45,490,2311,1.47,0.147,236.1
11121,78,-30,41,481,1145,1.47,0.294,23.3
11122,79,-30,40,477,1298,1.47,0.294,37.3
11123,79,-31,40,476,1370,1.47,0.294,47.6
11124,78,-31,40,478,1590,1.47,0.294,73.7
11125,78,-32,40,488,1923,1.47,0.294,168.4
11131,78,-29,43,484,1010,1.47,0.441,20.8
11132,78,-29,43,481,1122,1.47,0.441,34.3
11133,78,-29,42,480,1174,1.47,0.441,44
11134,78,-29,42,482,1349,1.47,0.441,67.4
11135,78,-29,42,490,1616,1.47,0.441,151.5
11141,79,-31,42,479,1024,1.47,0.588,17.8
11142,79,-31,42,475,1113,1.47,0.588,28.2
11143,78,-31,42,474,1148,1.47,0.588,36
11144,78,-31,42,476,1267,1.47,0.588,55.4
11145,77,-32,43,485,1388,1.47,0.588,125.8
11151,80,-31,43,396,877,1.47,0.882,16.1
11152,80,-30,43,396,947,1.47,0.882,25
11153,80,-30,43,393,999,1.47,0.882,31.3
11154,80,-30,43,399,1133,1.47,0.882,46.6
11155,80,-30,44,401,1372,1.47,0.882,103.7
11161,79,-31,43,325,818,1.47,1.47,11.3
11162,79,-31,43,324,864,1.47,1.47,17.9
11163,80,-31,43,325,883,1.47,1.47,22.7
11164,80,-31,43,332,928,1.47,1.47,34.6
11165,81,-31,42,337,990,1.47,1.47,78.5
21111,73,-10,46,401,889,3.905,0.3905,16.9
21112,73,-10,46,397,1033,3.905,0.3905,27.2
21113,73,-10,46,395,1098,3.905,0.3905,34.9
21114,74,-10,46,399,1304,3.905,0.3905,53
21115,73,-10,47,401,1692,3.905,0.3905,118.6
21121,74,-10,45,403,851,3.905,0.781,14.3
21122,74,-10,45,395,964,3.905,0.781,21.8
21123,74,-10,45,394,1013,3.905,0.781,27.3
21124,74,-9,46,397,1151,3.905,0.781,40.6
21125,74,-10,45,398,1372,3.905,0.781,89.4
21131,74,-10,46,407,789,3.905,1.1715,11.5
21132,74,-10,46,400,860,3.905,1.1715,18.3
21133,73,-10,46,403,894,3.905,1.1715,22.9
21134,73,-10,47,406,999,3.905,1.1715,34.1
21135,74,-10,47,410,1128,3.905,1.1715,75.1
21141,74,-10,46,403,795,3.905,1.562,9.2
21142,74,-10,45,398,871,3.905,1.562,15
21143,74,-10,45,397,903,3.905,1.562,19.2
21144,74,-10,45,399,1003,3.905,1.562,29
21145,74,-10,46,403,1107,3.905,1.562,65.5
21151,75,-10,47,331,673,3.905,2.343,7.5
21152,75,-10,47,328,712,3.905,2.343,11.9
21153,75,-10,47,326,734,3.905,2.343,15.2
21154,76,-10,47,331,809,3.905,2.343,23
21155,76,-10,48,335,925,3.905,2.343,51.8
21161,74,-11,46,279,643,3.905,3.905,6
21162,74,-11,45,275,671,3.905,3.905,9.6
21163,74,-11,45,272,684,3.905,3.905,12.4
21164,74,-11,46,277,716,3.905,3.905,18.9
21165,74,-11,45,278,742,3.905,3.905,42.5
31111,73,-3,47,375,796,5.795,0.5795,13.6
31112,73,-3,47,369,916,5.795,0.5795,21.5
31113,73,-2,46,367,970,5.795,0.5795,27.4
31114,73,-2,46,373,1139,5.795,0.5795,41.1
31115,73,-2,46,374,1422,5.795,0.5795,90.8
31121,73,-3,48,373,761,5.795,1.159,10.6
31122,73,-3,47,373,851,5.795,1.159,16.8
31123,73,-3,47,370,895,5.795,1.159,21.2
31124,73,-3,47,373,1029,5.795,1.159,31.4
31125,74,-3,47,375,1223,5.795,1.159,69.1
31131,73,-3,46,380,705,5.795,1.7385,8.3
31132,73,-2,46,376,780,5.795,1.7385,13.6
31133,73,-2,46,371,811,5.795,1.7385,17.2
31134,73,-3,47,376,895,5.795,1.7385,26.5
31135,73,-3,47,378,985,5.795,1.7385,60.5
31141,73,-3,47,375,685,5.795,2.318,8.3
31142,73,-3,47,373,737,5.795,2.318,12.9
31143,73,-3,47,370,761,5.795,2.318,16.2
31144,73,-3,47,376,837,5.795,2.318,24
31145,73,-4,47,377,906,5.795,2.318,52.2
31151,74,-2,48,305,602,5.795,3.477,6.6
31152,74,-3,48,301,631,5.795,3.477,10.3
31153,74,-3,48,297,660,5.795,3.477,13
31154,74,-3,48,301,726,5.795,3.477,19.2
31155,74,-3,48,304,820,5.795,3.477,42.3
31161,73,-3,47,258,572,5.795,5.795,4.7
31162,73,-4,47,254,599,5.795,5.795,7.5
31163,73,-4,47,250,613,5.795,5.795,9.6
31164,73,-4,47,257,646,5.795,5.795,14.6
31165,73,-4,47,257,705,5.795,5.795,33.3
12111,78,-32,41,492,1135,2.94,0.294,23.2
12112,78,-32,40,486,1272,2.94,0.294,37.3
12113,77,-32,40,482,1362,2.94,0.294,47.4
12114,78,-32,41,488,1633,2.94,0.294,71.1
12115,78,-32,41,495,2109,2.94,0.294,158.3
12121,77,-33,40,500,1094,2.94,0.588,17.6
12122,77,-33,40,497,1238,2.94,0.588,28.3
12123,77,-33,40,493,1295,2.94,0.588,35.7
12124,77,-33,40,496,1514,2.94,0.588,53
12125,76,-32,40,503,1768,2.94,0.588,118.2
12131,78,-31,40,494,1033,2.94,0.882,13.4
12132,78,-32,40,491,1140,2.94,0.882,21.7
12133,78,-32,40,486,1184,2.94,0.882,27.9
12134,78,-32,40,496,1312,2.94,0.882,43.2
12135,77,-33,40,499,1448,2.94,0.882,98.6
12141,78,-32,40,483,1019,2.94,1.176,12.2
12142,78,-32,40,482,1112,2.94,1.176,19.4
12143,78,-32,40,481,1147,2.94,1.176,24.5
12144,78,-32,0,490,1256,2.94,1.176,36.9
12145,79,-32,41,494,1342,2.94,1.176,82.8
12151,79,-32,41,400,849,2.94,1.764,11
12152,79,-32,41,398,932,2.94,1.764,17
12153,79,-32,41,397,974,2.94,1.764,21.4
12154,79,-32,41,401,1070,2.94,1.764,32.1
12155,78,-32,42,397,1286,2.94,1.764,71.5
12161,78,-32,41,337,816,2.94,2.94,8.3
12162,78,-33,40,335,869,2.94,2.94,12.9
12163,78,-33,41,331,886,2.94,2.94,16.2
12164,78,-32,41,336,926,2.94,2.94,24.3
12165,78,-32,41,328,1032,2.94,2.94,54
22111,73,-10,45,398,898,7.81,0.781,11.5
22112,73,-10,45,396,1043,7.81,0.781,18.5
22113,73,-10,45,395,1112,7.81,0.781,23.7
22114,73,-10,45,398,1322,7.81,0.781,36.5
22115,73,-10,45,395,1673,7.81,0.781,82.5
22121,73,-11,45,402,848,7.81,1.562,9.8
22122,73,-11,45,398,948,7.81,1.562,14.9
22123,73,-10,45,397,990,7.81,1.562,18.7
22124,73,-11,45,399,1119,7.81,1.562,28
22125,73,-11,46,397,1322,7.81,1.562,62.2
22131,74,-11,46,403,787,7.81,2.343,7.4
22132,74,-11,45,400,869,7.81,2.343,11.7
22133,74,-11,46,399,901,7.81,2.343,14.9
22134,74,-11,46,400,997,7.81,2.343,22.7
22135,73,-11,45,397,1117,7.81,2.343,51
22141,74,-10,46,399,781,7.81,3.124,7
22142,73,-10,46,396,847,7.81,3.124,10.8
22143,73,-11,46,395,877,7.81,3.124,13.5
22144,74,-10,46,396,969,7.81,3.124,20
22145,74,-10,46,394,1065,7.81,3.124,43.9
22151,74,-10,46,319,673,7.81,4.686,5.4
22152,74,-11,46,316,725,7.81,4.686,8.6
22153,75,-11,46,315,757,7.81,4.686,10.9
22154,75,-11,46,317,837,7.81,4.686,16.6
22155,75,-11,47,314,993,7.81,4.686,37.4
22161,74,-11,45,276,644,7.81,7.81,4.4
22162,74,-11,45,270,670,7.81,7.81,7
22163,74,-11,45,269,684,7.81,7.81,8.8
22164,74,-11,45,271,726,7.81,7.81,13.2
22165,74,-11,45,267,774,7.81,7.81,29.7
32111,73,-2,47,370,797,11.59,1.159,9.6
32112,72,-2,47,367,933,11.59,1.159,15.2
32113,72,-2,47,367,1000,11.59,1.159,19.3
32114,72,-3,47,368,1199,11.59,1.159,28.9
32115,73,-4,46,365,1549,11.59,1.159,64.1
32121,72,-3,47,371,751,11.59,2.318,7.9
32122,72,-3,47,368,839,11.59,2.318,12
32123,72,-3,47,368,879,11.59,2.318,15
32124,72,-3,47,369,996,11.59,2.318,22.4
32125,72,-4,47,367,1165,11.59,2.318,49.8
32131,72,-3,47,374,705,11.59,3.477,6.3
32132,72,-3,46,371,765,11.59,3.477,9.9
32133,72,-3,46,370,793,11.59,3.477,12.5
32134,72,-3,46,372,877,11.59,3.477,18.5
32135,72,-4,46,370,965,11.59,3.477,41.2
32141,72,-3,47,371,692,11.59,4.636,5.7
32142,72,-3,47,368,748,11.59,4.636,8.6
32143,72,-3,47,368,771,11.59,4.636,10.7
32144,72,-3,47,369,845,11.59,4.636,15.8
32145,72,-4,46,367,919,11.59,4.636,34.8
32151,74,-3,48,289,598,11.59,6.954,4.6
32152,74,-3,48,287,636,11.59,6.954,7.3
32153,74,-3,48,286,663,11.59,6.954,9.2
32154,74,-3,48,288,736,11.59,6.954,13.8
32155,74,-3,48,284,860,11.59,6.954,30.9
32161,73,-4,47,253,571,11.59,11.59,3.7
32162,73,-4,46,251,592,11.59,11.59,5.6
32163,73,-4,46,250,603,11.59,11.59,7
32164,73,-4,46,251,633,11.59,11.59,10.4
32165,72,-4,46,248,669,11.59,11.59,22.7
13111,77,-34,41,481,1165,4.41,0.441,18.6
13112,77,-34,41,477,1371,4.41,0.441,29.8
13113,77,-34,40,476,1465,4.41,0.441,38.1
13114,77,-34,40,477,1723,4.41,0.441,57.5
13115,78,-34,41,482,2136,4.41,0.441,128.5
13121,77,-32,40,478,1114,4.41,0.882,14.6
13122,78,-32,40,475,1262,4.41,0.882,22.1
13123,78,-33,41,474,1323,4.41,0.882,27.7
13124,78,-33,41,476,1504,4.41,0.882,41.5
13125,78,-33,42,480,1831,4.41,0.882,92.6
13131,78,-32,40,482,1040,4.41,1.323,12
13132,78,-32,40,479,1157,4.41,1.323,18.5
13133,78,-32,40,477,1202,4.41,1.323,23.3
13134,78,-32,39,479,1325,4.41,1.323,34.7
13135,78,-32,39,483,1462,4.41,1.323,76.6
13141,77,-33,40,478,1033,4.41,1.764,10.8
13142,77,-33,40,474,1128,4.41,1.764,16.7
13143,78,-32,40,473,1164,4.41,1.764,21.2
13144,78,-32,41,475,1303,4.41,1.764,31.4
13145,77,-32,41,478,1472,4.41,1.764,69
13151,78,-32,41,396,849,4.41,2.646,8.1
13152,78,-32,41,393,915,4.41,2.646,12.9
13153,78,-32,41,392,964,4.41,2.646,16.4
13154,79,-32,41,395,1064,4.41,2.646,24.6
13155,79,-33,41,394,1226,4.41,2.646,54.9
13161,78,-33,40,329,809,4.41,4.41,6.3
13162,78,-33,40,326,842,4.41,4.41,9.8
13163,78,-33,40,325,857,4.41,4.41,12.4
13164,78,-33,40,328,913,4.41,4.41,18.7
13165,78,-34,39,325,965,4.41,4.41,42.3
23111,73,-10,45,401,879,11.715,1.1715,10.5
23112,73,-10,45,398,1015,11.715,1.1715,16
23113,73,-10,45,397,1073,11.715,1.1715,20
23114,73,-10,45,398,1217,11.715,1.1715,29.9
23115,72,-10,45,396,1475,11.715,1.1715,66.6
23121,74,-10,45,399,857,11.715,2.343,7.7
23122,74,-10,44,396,963,11.715,2.343,11.9
23123,74,-10,44,395,1012,11.715,2.343,15
23124,74,-10,44,397,1158,11.715,2.343,22.7
23125,74,-10,44,394,1344,11.715,2.343,50.8
23131,74,-10,45,402,784,11.715,3.5145,6.9
23132,74,-10,45,399,854,11.715,3.5145,10.4
23133,74,-10,45,398,883,11.715,3.5145,13
23134,74,-10,45,400,980,11.715,3.5145,19.1
23135,75,-11,46,396,1078,11.715,3.5145,42.2
23141,74,-11,45,398,781,11.715,4.686,5.3
23142,74,-11,44,395,848,11.715,4.686,8.3
23143,74,-11,44,394,876,11.715,4.686,10.4
23144,74,-11,44,396,969,11.715,4.686,15.4
23145,74,-11,44,393,1071,11.715,4.686,34.3
23151,75,-10,46,320,670,11.715,7.029,4.8
23152,75,-10,46,317,716,11.715,7.029,7.4
23153,75,-10,46,316,747,11.715,7.029,9.2
23154,75,-10,46,319,819,11.715,7.029,13.6
23155,75,-11,46,315,935,11.715,7.029,30.1
23161,74,-11,45,276,634,11.715,11.715,3.4
23162,74,-11,45,273,662,11.715,11.715,5.3
23163,74,-11,45,273,675,11.715,11.715,6.8
23164,74,-11,45,274,714,11.715,11.715,10.3
23165,74,-11,45,270,761,11.715,11.715,23.3
33111,72,-3,47,372,777,17.385,1.7385,8.3
33112,72,-3,47,369,890,17.385,1.7385,12.8
33113,72,-3,47,368,934,17.385,1.7385,16.1
33114,72,-3,47,370,1083,17.385,1.7385,23.8
33115,73,-3,47,368,1345,17.385,1.7385,52.2
33121,72,-3,47,371,740,17.385,3.477,6.4
33122,72,-3,47,368,821,17.385,3.477,9.6
33123,72,-3,47,367,859,17.385,3.477,11.9
33124,72,-3,47,369,978,17.385,3.477,17.8
33125,72,-3,47,366,1137,17.385,3.477,39.2
33131,73,-3,47,374,700,17.385,5.2155,5.2
33132,73,-3,47,371,767,17.385,5.2155,8.2
33133,73,-3,47,371,796,17.385,5.2155,10.3
33134,73,-3,47,372,886,17.385,5.2155,15.3
33135,73,-2,46,370,982,17.385,5.2155,33.8
33141,73,-3,47,371,694,17.385,6.954,4.7
33142,73,-3,47,368,755,17.385,6.954,7.2
33143,73,-3,47,367,778,17.385,6.954,9.1
33144,73,-3,47,369,856,17.385,6.954,13.4
33145,73,-3,47,366,928,17.385,6.954,29.4
33151,73,-3,48,296,599,17.385,10.431,3.6
33152,73,-3,48,294,631,17.385,10.431,5.8
33153,73,-3,48,293,656,17.385,10.431,7.4
33154,73,-3,48,295,716,17.385,10.431,11.1
33155,73,-3,47,291,808,17.385,10.431,25
33161,73,-3,46,253,577,17.385,17.385,2.9
33162,73,-4,46,251,601,17.385,17.385,4.5
33163,73,-4,46,250,612,17.385,17.385,5.7
33164,73,-4,46,251,640,17.385,17.385,8.6
33165,73,-4,46,247,675,17.385,17.385,18.9
14111,78,-32,40,479,1220,5.88,0.588,15.7
14112,78,-32,39,475,1405,5.88,0.588,25.3
14113,78,-32,40,473,1515,5.88,0.588,32
14114,79,-32,39,475,1833,5.88,0.588,47.2
14115,78,-31,39,479,2394,5.88,0.588,102.9
14121,78,-32,39,481,1106,5.88,1.176,12.8
14122,78,-32,39,477,1245,5.88,1.176,19.7
14123,78,-32,39,476,1306,5.88,1.176,24.6
14124,79,-32,39,478,1506,5.88,1.176,36.8
14125,79,-31,40,481,1800,5.88,1.176,81.4
14131,78,-32,40,482,1027,5.88,1.764,9.9
14132,78,-32,40,478,1139,5.88,1.764,15.7
14133,78,-32,40,477,1186,5.88,1.764,20
14134,78,-32,40,479,1333,5.88,1.764,30.2
14135,78,-32,39,481,1512,5.88,1.764,68.3
14141,77,-32,40,479,1015,5.88,2.352,8.9
14142,77,-32,40,475,1108,5.88,2.352,13.9
14143,77,-32,40,474,1144,5.88,2.352,17.4
14144,77,-32,40,476,1271,5.88,2.352,26
14145,77,-32,40,477,1413,5.88,2.352,57.5
14151,78,-32,41,393,850,5.88,3.528,6.6
14152,78,-32,41,389,916,5.88,3.528,10.9
14153,78,-32,41,388,954,5.88,3.528,14.1
14154,78,-32,41,391,1049,5.88,3.528,21.7
14155,78,-32,41,389,1209,5.88,3.528,49.3
14161,78,-33,40,328,810,5.88,5.88,5.5
14162,77,-33,40,325,863,5.88,5.88,8.6
14163,77,-33,40,324,881,5.88,5.88,10.9
14164,78,-33,40,326,924,5.88,5.88,16.6
14165,78,-34,40,322,981,5.88,5.88,37.2
24111,74,-10,45,399,906,15.62,1.562,9.1
24112,74,-10,45,396,1055,15.62,1.562,13.8
24113,74,-10,45,395,1126,15.62,1.562,17.3
24114,74,-10,45,397,1327,15.62,1.562,25.6
24115,74,-10,45,393,1651,15.62,1.562,56.4
24121,74,-10,45,400,844,15.62,3.124,6.7
24122,74,-10,45,397,945,15.62,3.124,10.3
24123,74,-10,45,396,992,15.62,3.124,13
24124,74,-10,45,398,1132,15.62,3.124,19.4
24125,74,-10,45,395,1319,15.62,3.124,42.8
24131,74,-10,45,403,797,15.62,4.686,5.9
24132,74,-10,45,399,876,15.62,4.686,9
24133,74,-10,45,398,913,15.62,4.686,11.4
24134,74,-10,45,400,1023,15.62,4.686,16.7
24135,74,-10,45,397,1157,15.62,4.686,36.4
24141,74,-10,45,400,790,15.62,6.248,5.3
24142,73,-10,45,397,859,15.62,6.248,7.8
24143,73,-10,45,396,890,15.62,6.248,9.7
24144,73,-11,45,397,985,15.62,6.248,14.1
24145,73,-11,45,393,1082,15.62,6.248,30.9
24151,75,-11,46,319,660,15.62,9.372,3.8
24152,75,-10,46,316,711,15.62,9.372,6
24153,75,-11,46,315,741,15.62,9.372,7.7
24154,75,-11,46,317,821,15.62,9.372,11.7
24155,75,-11,46,313,966,15.62,9.372,26.7
24161,74,-11,45,273,636,15.62,15.62,2.9
24162,74,-11,45,270,669,15.62,15.62,4.6
24163,74,-11,45,270,681,15.62,15.62,5.9
24164,74,-11,45,271,714,15.62,15.62,8.9
24165,74,-11,45,267,735,15.62,15.62,20.3
34111,72,-3,46,373,772,23.18,2.318,7.5
34112,72,-3,46,370,881,23.18,2.318,11.2
34113,72,-3,46,369,922,23.18,2.318,14.1
34114,72,-3,46,370,1077,23.18,2.318,20.7
34115,72,-3,47,367,1348,23.18,2.318,45.9
34121,73,-3,47,372,744,23.18,4.636,5.9
34122,73,-3,47,369,829,23.18,4.636,8.5
34123,73,-3,47,369,867,23.18,4.636,10.5
34124,73,-3,47,370,988,23.18,4.636,16.6
34125,73,-3,46,367,1134,23.18,4.636,35.2
34131,73,-3,47,375,701,23.18,6.954,4.8
34132,73,-3,47,372,767,23.18,6.954,7.2
34133,73,-3,47,371,797,23.18,6.954,8.9
34134,73,-3,47,373,881,23.18,6.954,13.3
34135,72,-3,47,369,976,23.18,6.954,29.5
34141,73,-3,46,372,692,23.18,9.272,3.7
34142,73,-3,46,369,748,23.18,9.272,5.9
34143,73,-3,46,368,770,23.18,9.272,7.5
34144,73,-3,46,370,842,23.18,9.272,11.2
34145,72,-3,46,367,899,23.18,9.272,25.1
34151,73,-3,48,300,596,23.18,13.908,3
34152,73,-3,47,298,634,23.18,13.908,4.7
34153,73,-3,47,297,661,23.18,13.908,6
34154,73,-3,48,299,727,23.18,13.908,9
34155,73,-4,48,294,826,23.18,13.908,20.2
34161,73,-3,46,253,570,23.18,23.18,2.6
34162,72,-3,46,251,600,23.18,23.18,3.8
34163,72,-3,46,250,613,23.18,23.18,4.8
34164,72,-3,46,251,648,23.18,23.18,7.1
34165,72,-4,46,247,672,23.18,23.18,15.8
15111,78,-33,40,479,1137,7.35,0.735,13.1
15112,78,-33,40,475,1301,7.35,0.735,21.5
15113,78,-33,40,474,1378,7.35,0.735,27.4
15114,78,-33,40,476,1618,7.35,0.735,41.2
15115,78,-33,40,481,2006,7.35,0.735,92.1
15121,77,-33,39,478,1115,7.35,1.47,9.8
15122,77,-33,39,475,1253,7.35,1.47,15.8
15123,77,-33,39,474,1314,7.35,1.47,20.1
15124,77,-33,39,476,1524,7.35,1.47,31
15125,77,-33,39,479,1819,7.35,1.47,70.2
15131,77,-32,39,481,1037,7.35,2.205,8.1
15132,77,-32,39,477,1147,7.35,2.205,13.4
15133,77,-32,39,476,1192,7.35,2.205,17.3
15134,77,-33,39,478,1335,7.35,2.205,26.5
15135,77,-33,38,481,1516,7.35,2.205,59.9
15141,78,-33,39,477,993,7.35,2.94,7.2
15142,77,-33,39,473,1074,7.35,2.94,11.9
15143,78,-33,39,472,1103,7.35,2.94,15.3
15144,78,-33,39,474,1211,7.35,2.94,23.6
15145,78,-33,39,476,1347,7.35,2.94,53.3
15151,78,-33,41,398,851,7.35,4.41,5.7
15152,78,-33,40,395,904,7.35,4.41,9.3
15153,78,-33,40,394,944,7.35,4.41,12
15154,78,-33,40,397,1040,7.35,4.41,18.6
15155,78,-34,40,395,1201,7.35,4.41,42.7
15161,77,-33,40,329,806,7.35,7.35,4.9
15162,77,-33,40,326,845,7.35,7.35,7.8
15163,77,-33,39,325,860,7.35,7.35,9.9
15164,77,-33,40,327,920,7.35,7.35,14.9
15165,78,-33,40,324,990,7.35,7.35,33.2
25111,74,-11,45,400,873,19.525,1.9525,7.5
25112,74,-12,45,396,1000,19.525,1.9525,11.8
25113,74,-11,45,396,1063,19.525,1.9525,15
25114,74,-11,45,397,1257,19.525,1.9525,22.7
25115,74,-11,45,394,1591,19.525,1.9525,51.5
25121,73,-11,44,399,842,19.525,3.905,5.3
25122,73,-11,44,396,938,19.525,3.905,8.5
25123,73,-11,44,395,980,19.525,3.905,10.9
25124,73,-11,44,397,1113,19.525,3.905,16.9
25125,73,-11,44,394,1277,19.525,3.905,38.6
25131,73,-11,45,402,790,19.525,5.8575,4.5
